TITLE = "Output for Element 52  "  
VARIABLES = "X","Y","U1", "V1", "V2", "V", "Phi", "q", "S6", "S7", "S8", "S9", "S10"
ZONE N=  760, E= 1412, F=FEPOINT, ET=TRIANGLE
  0.3146E+01  0.1744E+01  0.4113E+01  0.1013E+01 -0.1111E-01  0.1013E+01  0.4122E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1800E+01  0.1654E+01  0.2689E+01  0.1145E+01 -0.7741E-01  0.1147E+01  0.2689E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2592E+00  0.1450E+01  0.4988E+00  0.1885E+01 -0.1689E+00  0.1893E+01  0.4967E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3470E+00  0.1302E+01  0.7005E+00  0.1916E+01 -0.3053E+00  0.1940E+01  0.6934E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2700E+01  0.3464E+00  0.3711E+01  0.9648E+00 -0.2580E-01  0.9651E+00  0.3711E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1600E+01  0.3455E+00  0.2726E+01  0.7702E+00 -0.1678E+00  0.7887E+00  0.2726E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1350E+01  0.2590E+00  0.2570E+01  0.5998E+00 -0.2235E+00  0.6416E+00  0.2570E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1450E+01  0.2592E+00  0.2633E+01  0.6665E+00 -0.1797E+00  0.6912E+00  0.2633E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2500E+01  0.3464E+00  0.3519E+01  0.9495E+00 -0.3472E-01  0.9502E+00  0.3519E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2650E+01  0.1740E+01  0.3605E+01  0.1040E+01 -0.1921E-01  0.1040E+01  0.3605E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.4500E+00  0.4238E+01  0.9919E+00 -0.1823E-01  0.9921E+00  0.4233E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3000E+01  0.3464E+00  0.4003E+01  0.9811E+00 -0.1765E-01  0.9813E+00  0.4003E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2900E+01  0.3464E+00  0.3905E+01  0.9763E+00 -0.1980E-01  0.9765E+00  0.3905E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.8000E+00  0.4144E+01  0.9958E+00 -0.2771E-01  0.9962E+00  0.4144E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.9000E+00  0.4141E+01  0.9980E+00 -0.2867E-01  0.9984E+00  0.4141E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2600E+01  0.3464E+00  0.3615E+01  0.9577E+00 -0.2983E-01  0.9582E+00  0.3615E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.1000E+01  0.4138E+01  0.1000E+01 -0.2892E-01  0.1001E+01  0.4138E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2950E+01  0.1740E+01  0.3914E+01  0.1022E+01 -0.1352E-01  0.1022E+01  0.3914E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2400E+01  0.3464E+00  0.3425E+01  0.9400E+00 -0.4063E-01  0.9409E+00  0.3425E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2550E+01  0.1740E+01  0.3501E+01  0.1047E+01 -0.2187E-01  0.1048E+01  0.3501E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2300E+01  0.1654E+01  0.3239E+01  0.1067E+01 -0.4008E-01  0.1068E+01  0.3239E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2300E+01  0.3463E+00  0.3331E+01  0.9289E+00 -0.4777E-01  0.9301E+00  0.3331E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2200E+01  0.3463E+00  0.3239E+01  0.9159E+00 -0.5642E-01  0.9177E+00  0.3239E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2000E+01  0.1654E+01  0.2914E+01  0.1107E+01 -0.5993E-01  0.1109E+01  0.2914E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2100E+01  0.3462E+00  0.3148E+01  0.9006E+00 -0.6690E-01  0.9031E+00  0.3148E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2200E+01  0.1654E+01  0.3132E+01  0.1079E+01 -0.4589E-01  0.1080E+01  0.3132E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1900E+01  0.3460E+00  0.2972E+01  0.8612E+00 -0.9527E-01  0.8666E+00  0.2972E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1900E+01  0.1654E+01  0.2802E+01  0.1125E+01 -0.6823E-01  0.1127E+01  0.2802E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1700E+01  0.1654E+01  0.2573E+01  0.1168E+01 -0.8742E-01  0.1171E+01  0.2573E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1300E+01  0.1654E+01  0.2083E+01  0.1293E+01 -0.1333E+00  0.1300E+01  0.2083E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8471E+00  0.1032E+01  0.1687E+01  0.1388E+01 -0.6352E+00  0.1527E+01  0.1685E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9000E+00  0.1654E+01  0.1530E+01  0.1480E+01 -0.1693E+00  0.1490E+01  0.1530E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7001E+00  0.1654E+01  0.1223E+01  0.1589E+01 -0.1697E+00  0.1599E+01  0.1223E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6001E+00  0.1654E+01  0.1062E+01  0.1644E+01 -0.1624E+00  0.1652E+01  0.1061E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9443E+00  0.9443E+00  0.1871E+01  0.1239E+01 -0.6476E+00  0.1399E+01  0.1869E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8000E+00  0.1654E+01  0.1379E+01  0.1534E+01 -0.1717E+00  0.1544E+01  0.1379E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1110E+01  0.7420E+00  0.2181E+01  0.9553E+00 -0.5978E+00  0.1128E+01  0.2179E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1032E+01  0.8472E+00  0.2036E+01  0.1093E+01 -0.6349E+00  0.1265E+01  0.2034E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1200E+01  0.1654E+01  0.1951E+01  0.1335E+01 -0.1447E+00  0.1343E+01  0.1951E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4396E+00  0.1282E+01  0.8825E+00  0.1861E+01 -0.3819E+00  0.1900E+01  0.8670E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1250E+01  0.2589E+00  0.2514E+01  0.5109E+00 -0.2736E+00  0.5818E+00  0.2516E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8500E+00  0.1568E+01  0.1472E+01  0.1504E+01 -0.2191E+00  0.1520E+01  0.1472E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2450E+01  0.4329E+00  0.3468E+01  0.9506E+00 -0.4531E-01  0.9517E+00  0.3468E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1750E+01  0.1567E+01  0.2639E+01  0.1146E+01 -0.1018E+00  0.1151E+01  0.2639E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3143E+01  0.4330E+00  0.4142E+01  0.9885E+00 -0.1873E-01  0.9887E+00  0.4139E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.1400E+01  0.4128E+01  0.1009E+01 -0.2307E-01  0.1009E+01  0.4128E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1400E+01  0.3452E+00  0.2581E+01  0.6771E+00 -0.2481E+00  0.7218E+00  0.2584E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1750E+01  0.4321E+00  0.2834E+01  0.8438E+00 -0.1496E+00  0.8572E+00  0.2834E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4502E+00  0.1568E+01  0.8232E+00  0.1739E+01 -0.1833E+00  0.1749E+01  0.8256E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1950E+01  0.1567E+01  0.2864E+01  0.1107E+01 -0.7875E-01  0.1110E+01  0.2864E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3117E+01  0.1645E+01  0.4086E+01  0.1014E+01 -0.1529E-01  0.1014E+01  0.4081E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.1500E+01  0.4125E+01  0.1010E+01 -0.2026E-01  0.1010E+01  0.4125E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3576E+00  0.1567E+01  0.6601E+00  0.1788E+01 -0.1570E+00  0.1795E+01  0.6623E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+01  0.7500E+00  0.4059E+01  0.9932E+00 -0.2911E-01  0.9936E+00  0.4059E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2550E+01  0.4330E+00  0.3564E+01  0.9584E+00 -0.3886E-01  0.9592E+00  0.3564E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2750E+01  0.4330E+00  0.3757E+01  0.9711E+00 -0.2912E-01  0.9715E+00  0.3757E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+01  0.8500E+00  0.4056E+01  0.9960E+00 -0.3049E-01  0.9965E+00  0.4056E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2700E+01  0.1654E+01  0.3659E+01  0.1034E+01 -0.2360E-01  0.1034E+01  0.3659E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1283E+01  0.6073E+00  0.2403E+01  0.8263E+00 -0.4393E+00  0.9366E+00  0.2397E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7298E+00  0.1217E+01  0.1408E+01  0.1568E+01 -0.4896E+00  0.1643E+01  0.1406E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1250E+01  0.1568E+01  0.2031E+01  0.1302E+01 -0.1749E+00  0.1314E+01  0.2031E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1550E+01  0.1568E+01  0.2405E+01  0.1197E+01 -0.1291E+00  0.1204E+01  0.2405E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8455E+00  0.1140E+01  0.1622E+01  0.1439E+01 -0.5332E+00  0.1536E+01  0.1620E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3000E+01  0.1654E+01  0.3967E+01  0.1018E+01 -0.1683E-01  0.1018E+01  0.3969E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1278E+01  0.4114E+00  0.2480E+01  0.6583E+00 -0.3796E+00  0.7610E+00  0.2476E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9531E+00  0.1052E+01  0.1818E+01  0.1305E+01 -0.5565E+00  0.1420E+01  0.1816E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2600E+01  0.1654E+01  0.3555E+01  0.1041E+01 -0.2682E-01  0.1041E+01  0.3555E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.6000E+00  0.4149E+01  0.9917E+00 -0.2371E-01  0.9920E+00  0.4152E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2800E+01  0.1654E+01  0.3762E+01  0.1028E+01 -0.2087E-01  0.1028E+01  0.3762E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1140E+01  0.8457E+00  0.2152E+01  0.1044E+01 -0.5377E+00  0.1175E+01  0.2150E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6072E+00  0.1283E+01  0.1178E+01  0.1678E+01 -0.4260E+00  0.1732E+01  0.1194E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9500E+00  0.1568E+01  0.1620E+01  0.1448E+01 -0.2125E+00  0.1464E+01  0.1620E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1850E+01  0.4323E+00  0.2919E+01  0.8672E+00 -0.1246E+00  0.8762E+00  0.2919E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3444E+00  0.1401E+01  0.6689E+00  0.1865E+01 -0.2379E+00  0.1880E+01  0.6597E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+01  0.1050E+01  0.4050E+01  0.1002E+01 -0.3097E-01  0.1002E+01  0.4050E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1650E+01  0.4318E+00  0.2750E+01  0.8165E+00 -0.1804E+00  0.8364E+00  0.2751E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1500E+01  0.3455E+00  0.2651E+01  0.7278E+00 -0.2046E+00  0.7566E+00  0.2651E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+01  0.1250E+01  0.4044E+01  0.1007E+01 -0.2848E-01  0.1008E+01  0.4044E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3050E+01  0.4330E+00  0.4050E+01  0.9848E+00 -0.2038E-01  0.9851E+00  0.4047E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2950E+01  0.4330E+00  0.3952E+01  0.9809E+00 -0.2260E-01  0.9811E+00  0.3952E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2850E+01  0.4330E+00  0.3854E+01  0.9763E+00 -0.2553E-01  0.9766E+00  0.3854E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+01  0.9500E+00  0.4053E+01  0.9989E+00 -0.3111E-01  0.9994E+00  0.4053E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2650E+01  0.4330E+00  0.3660E+01  0.9652E+00 -0.3352E-01  0.9658E+00  0.3660E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+01  0.1150E+01  0.4047E+01  0.1005E+01 -0.3009E-01  0.1005E+01  0.4047E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2900E+01  0.1654E+01  0.3865E+01  0.1023E+01 -0.1862E-01  0.1023E+01  0.3865E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2350E+01  0.4329E+00  0.3374E+01  0.9415E+00 -0.5309E-01  0.9430E+00  0.3374E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2500E+01  0.1654E+01  0.3451E+01  0.1048E+01 -0.3061E-01  0.1049E+01  0.3451E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2400E+01  0.1654E+01  0.3346E+01  0.1057E+01 -0.3501E-01  0.1058E+01  0.3346E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2250E+01  0.1567E+01  0.3190E+01  0.1067E+01 -0.5255E-01  0.1068E+01  0.3190E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2250E+01  0.4328E+00  0.3280E+01  0.9309E+00 -0.6247E-01  0.9330E+00  0.3280E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2150E+01  0.4327E+00  0.3188E+01  0.9185E+00 -0.7380E-01  0.9215E+00  0.3188E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2050E+01  0.1567E+01  0.2974E+01  0.1092E+01 -0.6894E-01  0.1094E+01  0.2974E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2050E+01  0.4326E+00  0.3097E+01  0.9040E+00 -0.8753E-01  0.9083E+00  0.3097E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2150E+01  0.1567E+01  0.3083E+01  0.1079E+01 -0.6022E-01  0.1080E+01  0.3083E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1950E+01  0.4325E+00  0.3007E+01  0.8871E+00 -0.1042E+00  0.8933E+00  0.3007E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1850E+01  0.1567E+01  0.2752E+01  0.1125E+01 -0.8969E-01  0.1129E+01  0.2752E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1650E+01  0.1568E+01  0.2523E+01  0.1170E+01 -0.1149E+00  0.1175E+01  0.2523E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1050E+01  0.1568E+01  0.1762E+01  0.1395E+01 -0.2027E+00  0.1410E+01  0.1762E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7501E+00  0.1568E+01  0.1319E+01  0.1563E+01 -0.2209E+00  0.1579E+01  0.1319E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6501E+00  0.1568E+01  0.1160E+01  0.1623E+01 -0.2160E+00  0.1638E+01  0.1160E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5502E+00  0.1568E+01  0.9943E+00  0.1683E+01 -0.2043E+00  0.1696E+01  0.9943E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1052E+01  0.9533E+00  0.1995E+01  0.1172E+01 -0.5582E+00  0.1299E+01  0.1993E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1218E+01  0.7299E+00  0.2288E+01  0.9252E+00 -0.4963E+00  0.1051E+01  0.2286E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1450E+01  0.1568E+01  0.2284E+01  0.1228E+01 -0.1440E+00  0.1236E+01  0.2284E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1350E+01  0.1568E+01  0.2159E+01  0.1263E+01 -0.1595E+00  0.1273E+01  0.2159E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1150E+01  0.1568E+01  0.1899E+01  0.1346E+01 -0.1896E+00  0.1360E+01  0.1899E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1301E+01  0.3452E+00  0.2517E+01  0.6150E+00 -0.3029E+00  0.6867E+00  0.2524E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4048E+00  0.1481E+01  0.7604E+00  0.1791E+01 -0.2260E+00  0.1805E+01  0.7783E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3165E+01  0.5134E+00  0.4163E+01  0.9906E+00 -0.2095E-01  0.9908E+00  0.4167E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1450E+01  0.4313E+00  0.2594E+01  0.7501E+00 -0.2651E+00  0.7961E+00  0.2598E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7090E+00  0.1326E+01  0.1327E+01  0.1582E+01 -0.3951E+00  0.1631E+01  0.1349E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1500E+01  0.1481E+01  0.2358E+01  0.1197E+01 -0.1628E+00  0.1208E+01  0.2358E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8352E+00  0.1250E+01  0.1553E+01  0.1475E+01 -0.4352E+00  0.1538E+01  0.1556E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3052E+01  0.1563E+01  0.4021E+01  0.1014E+01 -0.1967E-01  0.1015E+01  0.4029E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3000E+01  0.5196E+00  0.3999E+01  0.9851E+00 -0.2479E-01  0.9854E+00  0.3999E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+01  0.1450E+01  0.4039E+01  0.1012E+01 -0.2329E-01  0.1012E+01  0.4038E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1700E+01  0.1481E+01  0.2591E+01  0.1145E+01 -0.1282E+00  0.1152E+01  0.2591E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1335E+01  0.5081E+00  0.2483E+01  0.7562E+00 -0.3727E+00  0.8439E+00  0.2480E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2980E+01  0.9000E+00  0.3968E+01  0.9970E+00 -0.3366E-01  0.9975E+00  0.3968E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2950E+01  0.1567E+01  0.3917E+01  0.1019E+01 -0.2150E-01  0.1019E+01  0.3916E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2600E+01  0.5196E+00  0.3609E+01  0.9669E+00 -0.4154E-01  0.9678E+00  0.3609E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2550E+01  0.1567E+01  0.3506E+01  0.1041E+01 -0.3498E-01  0.1041E+01  0.3506E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1800E+01  0.5186E+00  0.2863E+01  0.8788E+00 -0.1546E+00  0.8924E+00  0.2863E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2400E+01  0.5195E+00  0.3416E+01  0.9534E+00 -0.5632E-01  0.9551E+00  0.3416E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1900E+01  0.1481E+01  0.2816E+01  0.1106E+01 -0.9906E-01  0.1110E+01  0.2816E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8000E+00  0.1482E+01  0.1417E+01  0.1535E+01 -0.2789E+00  0.1560E+01  0.1413E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1162E+01  0.9539E+00  0.2121E+01  0.1116E+01 -0.4732E+00  0.1213E+01  0.2124E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9999E+00  0.1482E+01  0.1711E+01  0.1411E+01 -0.2563E+00  0.1434E+01  0.1711E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5216E+00  0.1332E+01  0.1011E+01  0.1758E+01 -0.3722E+00  0.1797E+01  0.1011E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9536E+00  0.1162E+01  0.1762E+01  0.1355E+01 -0.4656E+00  0.1433E+01  0.1765E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1600E+01  0.1481E+01  0.2476E+01  0.1169E+01 -0.1449E+00  0.1178E+01  0.2476E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
